"Calendar year","Month","ABS remoteness area","Cause of injury","Age group","Sex","Road user","Counterparty","Count of cases","Bed days","Died_cases","Died_bed_days","Hospitalisations"
2013,"June","Regional","All other trauma events","26-39","Female","Not applicable","Not applicable",426,911,1,1,425
2013,"June","Regional","All other trauma events","26-39","Male","Not applicable","Not applicable",939,1953,2,22,937
2013,"June","Regional","All other trauma events","40-64","Female","Not applicable","Not applicable",922,3145,1,1,921
2013,"June","Regional","All other trauma events","40-64","Male","Not applicable","Not applicable",1380,3972,2,10,1378
2013,"June","Regional","All other trauma events","65-74","Female","Not applicable","Not applicable",415,2323,3,11,412
2013,"June","Regional","All other trauma events","65-74","Male","Not applicable","Not applicable",363,2000,2,33,361
2013,"June","Regional","All other trauma events","75+","Female","Not applicable","Not applicable",1300,10963,24,188,1276
2013,"June","Regional","All other trauma events","75+","Male","Not applicable","Not applicable",691,4811,27,198,664
2013,"June","Regional","All other trauma events","8-16","Female","Not applicable","Not applicable",329,666,1,5,328
2013,"June","Regional","All other trauma events","8-16","Male","Not applicable","Not applicable",614,835,0,0,614
2013,"June","Regional","Medical events","0-7","Female","Not applicable","Not applicable",3631,11692,5,18,3626
2013,"June","Regional","Medical events","0-7","Male","Not applicable","Not applicable",5067,14879,8,14,5059
2013,"June","Regional","Medical events","17-25","Female","Not applicable","Not applicable",7859,17391,1,1,7858
2013,"June","Regional","Medical events","17-25","Male","Not applicable","Not applicable",2877,7657,2,45,2875
2013,"June","Regional","Medical events","26-39","Female","Not applicable","Not applicable",15387,37517,2,44,15385
2013,"June","Regional","Medical events","26-39","Male","Not applicable","Not applicable",6238,17849,10,44,6228
2013,"June","Regional","Medical events","40-64","Female","Not applicable","Not applicable",32424,69793,75,848,32349
2013,"June","Regional","Medical events","40-64","Male","Not applicable","Not applicable",30275,69579,103,1037,30172
2013,"June","Regional","Medical events","65-74","Female","Not applicable","Not applicable",16668,44353,85,774,16583
2013,"June","Regional","Medical events","65-74","Male","Not applicable","Not applicable",20492,52335,152,1388,20340
2013,"June","Regional","Medical events","75+","Female","Not applicable","Not applicable",17022,88097,319,3029,16703
2013,"June","Regional","Medical events","75+","Male","Not applicable","Not applicable",19237,71098,325,2992,18912
2013,"June","Regional","Medical events","8-16","Female","Not applicable","Not applicable",2206,4812,2,2,2204
2013,"June","Regional","Medical events","8-16","Male","Not applicable","Not applicable",2069,4212,3,6,2066
2013,"June","Regional","Non-traffic","0-7","Female","Not applicable","Not applicable",9,11,0,0,9
2013,"June","Regional","Non-traffic","0-7","Male","Not applicable","Not applicable",11,28,0,0,11
2013,"June","Regional","Non-traffic","17-25","Female","Not applicable","Not applicable",11,18,0,0,11
2013,"June","Regional","Non-traffic","17-25","Male","Not applicable","Not applicable",73,195,0,0,73
2013,"June","Regional","Non-traffic","26-39","Female","Not applicable","Not applicable",10,17,1,3,9
2013,"June","Regional","Non-traffic","26-39","Male","Not applicable","Not applicable",71,223,1,9,70
2013,"June","Regional","Non-traffic","40-64","Female","Not applicable","Not applicable",19,48,0,0,19
2013,"June","Regional","Non-traffic","40-64","Male","Not applicable","Not applicable",83,348,0,0,83
2013,"June","Regional","Non-traffic","65-74","Female","Not applicable","Not applicable",7,46,0,0,7
2013,"June","Regional","Non-traffic","65-74","Male","Not applicable","Not applicable",7,39,1,2,6
2013,"June","Regional","Non-traffic","75+","Female","Not applicable","Not applicable",6,39,0,0,6
2013,"June","Regional","Non-traffic","75+","Male","Not applicable","Not applicable",5,40,0,0,5
2013,"June","Regional","Non-traffic","8-16","Female","Not applicable","Not applicable",11,13,0,0,11
2013,"June","Regional","Non-traffic","8-16","Male","Not applicable","Not applicable",79,169,0,0,79
2013,"June","Regional","Other transport","17-25","Male","Not applicable","Not applicable",8,18,0,0,8
2013,"June","Regional","Other transport","26-39","Male","Not applicable","Not applicable",2,4,0,0,2
2013,"June","Regional","Other transport","40-64","Female","Not applicable","Not applicable",1,1,0,0,1
2013,"June","Regional","Other transport","40-64","Male","Not applicable","Not applicable",9,39,0,0,9
2013,"June","Regional","Other transport","65-74","Female","Not applicable","Not applicable",1,25,0,0,1
2013,"June","Regional","Other transport","65-74","Male","Not applicable","Not applicable",3,7,0,0,3
2013,"June","Regional","Other transport","75+","Female","Not applicable","Not applicable",1,1,0,0,1
2013,"June","Regional","Other transport","75+","Male","Not applicable","Not applicable",2,12,0,0,2
2013,"June","Regional","Other transport","8-16","Male","Not applicable","Not applicable",1,2,0,0,1
2013,"June","Regional","Traffic","0-7","Female","Car passenger","Car, pick-up truck or van",3,7,0,0,3
2013,"June","Regional","Traffic","0-7","Female","Car passenger","Fixed or stationary object",3,21,0,0,3
2013,"June","Regional","Traffic","0-7","Female","Car passenger","Non-collision transport accident",1,11,0,0,1
2013,"June","Regional","Traffic","0-7","Female","Pedestrian","Car, pick-up truck or van",3,8,1,1,2
2013,"June","Regional","Traffic","0-7","Male","Car passenger","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Regional","Traffic","0-7","Male","Car passenger","Fixed or stationary object",1,1,0,0,1
2013,"June","Regional","Traffic","0-7","Male","Pedal cyclist","Car, pick-up truck or van",0,2,0,0,0
2013,"June","Regional","Traffic","0-7","Male","Pedal cyclist","Fixed or stationary object",1,1,0,0,1
2013,"June","Regional","Traffic","0-7","Male","Pedal cyclist","Other and unspecified transport accidents",1,2,0,0,1
2013,"June","Regional","Traffic","0-7","Male","Pedestrian","Car, pick-up truck or van",2,8,0,0,2
2013,"June","Regional","Traffic","17-25","Female","Car driver","Car, pick-up truck or van",13,70,0,0,13
2013,"June","Regional","Traffic","17-25","Female","Car driver","Fixed or stationary object",10,40,0,0,10
2013,"June","Regional","Traffic","17-25","Female","Car driver","Heavy transport vehicle or bus",1,1,0,0,1
2013,"June","Regional","Traffic","17-25","Female","Car driver","Non-collision transport accident",12,35,0,0,12
2013,"June","Regional","Traffic","17-25","Female","Car driver","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Regional","Traffic","17-25","Female","Car driver","Pedestrian or animal",1,1,0,0,1
2013,"June","Regional","Traffic","17-25","Female","Car passenger","Car, pick-up truck or van",2,5,0,0,2
2013,"June","Regional","Traffic","17-25","Female","Car passenger","Fixed or stationary object",1,1,0,0,1
2013,"June","Regional","Traffic","17-25","Female","Car passenger","Non-collision transport accident",4,6,0,0,4
2013,"June","Regional","Traffic","17-25","Female","Car passenger","Other and unspecified transport accidents",0,5,0,0,0
2013,"June","Regional","Traffic","17-25","Female","Car unknown position","Non-collision transport accident",1,1,0,0,1
2013,"June","Regional","Traffic","17-25","Female","Motorcyclist","Fixed or stationary object",1,1,0,0,1
2013,"June","Regional","Traffic","17-25","Female","Motorcyclist","Non-collision transport accident",3,11,0,0,3
2013,"June","Regional","Traffic","17-25","Female","Other or unknown","Other and unspecified transport accidents",2,2,0,0,2
2013,"June","Regional","Traffic","17-25","Female","Pedal cyclist","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Regional","Traffic","17-25","Female","Pedestrian","Car, pick-up truck or van",5,10,0,0,5
2013,"June","Regional","Traffic","17-25","Female","Pedestrian","Heavy transport vehicle or bus",1,1,0,0,1
2013,"June","Regional","Traffic","17-25","Female","Pick-up truck or van occupant","Non-collision transport accident",1,1,0,0,1
2013,"June","Regional","Traffic","17-25","Male","Bus occupant","Other and unspecified transport accidents",0,3,0,0,0
2013,"June","Regional","Traffic","17-25","Male","Car driver","Car, pick-up truck or van",9,228,0,0,9
2013,"June","Regional","Traffic","17-25","Male","Car driver","Fixed or stationary object",13,70,0,0,13
2013,"June","Regional","Traffic","17-25","Male","Car driver","Heavy transport vehicle or bus",2,12,0,0,2
2013,"June","Regional","Traffic","17-25","Male","Car driver","Non-collision transport accident",11,23,0,0,11
2013,"June","Regional","Traffic","17-25","Male","Car driver","Other and unspecified transport accidents",1,12,0,0,1
2013,"June","Regional","Traffic","17-25","Male","Car passenger","Car, pick-up truck or van",7,36,0,0,7
2013,"June","Regional","Traffic","17-25","Male","Car passenger","Fixed or stationary object",3,14,0,0,3
2013,"June","Regional","Traffic","17-25","Male","Car passenger","Non-collision transport accident",5,51,0,0,5
2013,"June","Regional","Traffic","17-25","Male","Car unknown position","Other and unspecified transport accidents",3,3,0,0,3
2013,"June","Regional","Traffic","17-25","Male","Heavy transport driver","Heavy transport vehicle or bus",1,1,0,0,1
2013,"June","Regional","Traffic","17-25","Male","Motorcyclist","Car, pick-up truck or van",4,12,0,0,4
2013,"June","Regional","Traffic","17-25","Male","Motorcyclist","Fixed or stationary object",5,115,0,0,5
2013,"June","Regional","Traffic","17-25","Male","Motorcyclist","Heavy transport vehicle or bus",2,4,0,0,2
2013,"June","Regional","Traffic","17-25","Male","Motorcyclist","Non-collision transport accident",21,57,0,0,21
2013,"June","Regional","Traffic","17-25","Male","Motorcyclist","Other and unspecified transport accidents",16,24,0,0,16
2013,"June","Regional","Traffic","17-25","Male","Motorcyclist","Pedestrian or animal",1,4,0,0,1
2013,"June","Regional","Traffic","17-25","Male","Other or unknown","Non-collision transport accident",1,1,0,0,1
2013,"June","Regional","Traffic","17-25","Male","Other or unknown","Other and unspecified transport accidents",2,2,0,0,2
2013,"June","Regional","Traffic","17-25","Male","Pedal cyclist","Car, pick-up truck or van",1,11,0,0,1
2013,"June","Regional","Traffic","17-25","Male","Pedal cyclist","Fixed or stationary object",0,2,0,0,0
2013,"June","Regional","Traffic","17-25","Male","Pedal cyclist","Non-collision transport accident",3,3,0,0,3
2013,"June","Regional","Traffic","17-25","Male","Pedal cyclist","Other and unspecified transport accidents",4,4,0,0,4
2013,"June","Regional","Traffic","17-25","Male","Pedestrian","Car, pick-up truck or van",6,7,0,0,6
2013,"June","Regional","Traffic","17-25","Male","Pick-up truck or van occupant","Fixed or stationary object",1,1,0,0,1
2013,"June","Regional","Traffic","26-39","Female","Car driver","Car, pick-up truck or van",5,16,0,0,5
2013,"June","Regional","Traffic","26-39","Female","Car driver","Fixed or stationary object",8,17,0,0,8
2013,"June","Regional","Traffic","26-39","Female","Car driver","Heavy transport vehicle or bus",1,24,0,0,1
2013,"June","Regional","Traffic","26-39","Female","Car driver","Non-collision transport accident",6,16,0,0,6
2013,"June","Regional","Traffic","26-39","Female","Car driver","Other and unspecified transport accidents",2,2,0,0,2
2013,"June","Regional","Traffic","26-39","Female","Car driver","Pedestrian or animal",1,1,0,0,1
2013,"June","Regional","Traffic","26-39","Female","Car passenger","Car, pick-up truck or van",7,40,0,0,7
2013,"June","Regional","Traffic","26-39","Female","Car passenger","Fixed or stationary object",2,4,0,0,2
2013,"June","Regional","Traffic","26-39","Female","Car passenger","Heavy transport vehicle or bus",0,11,0,0,0
2013,"June","Regional","Traffic","26-39","Female","Car passenger","Pedestrian or animal",1,1,0,0,1
2013,"June","Regional","Traffic","26-39","Female","Car unknown position","Fixed or stationary object",0,2,0,0,0
2013,"June","Regional","Traffic","26-39","Female","Car unknown position","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Regional","Traffic","26-39","Female","Car unknown position","Pedestrian or animal",1,1,0,0,1
2013,"June","Regional","Traffic","26-39","Female","Motorcyclist","Non-collision transport accident",3,30,0,0,3
2013,"June","Regional","Traffic","26-39","Female","Motorcyclist","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Regional","Traffic","26-39","Female","Pedal cyclist","Car, pick-up truck or van",0,3,0,0,0
2013,"June","Regional","Traffic","26-39","Female","Pedal cyclist","Non-collision transport accident",1,4,0,0,1
2013,"June","Regional","Traffic","26-39","Female","Pedal cyclist","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Regional","Traffic","26-39","Female","Pedestrian","Car, pick-up truck or van",3,6,0,0,3
2013,"June","Regional","Traffic","26-39","Male","Car driver","Car, pick-up truck or van",12,31,0,0,12
2013,"June","Regional","Traffic","26-39","Male","Car driver","Fixed or stationary object",10,33,0,0,10
2013,"June","Regional","Traffic","26-39","Male","Car driver","Heavy transport vehicle or bus",2,8,0,0,2
2013,"June","Regional","Traffic","26-39","Male","Car driver","Non-collision transport accident",14,33,0,0,14
2013,"June","Regional","Traffic","26-39","Male","Car driver","Other and unspecified transport accidents",1,11,0,0,1
2013,"June","Regional","Traffic","26-39","Male","Car driver","Pedestrian or animal",3,5,0,0,3
2013,"June","Regional","Traffic","26-39","Male","Car passenger","Car, pick-up truck or van",4,12,0,0,4
2013,"June","Regional","Traffic","26-39","Male","Car passenger","Fixed or stationary object",3,3,0,0,3
2013,"June","Regional","Traffic","26-39","Male","Car passenger","Heavy transport vehicle or bus",0,21,0,0,0
2013,"June","Regional","Traffic","26-39","Male","Car passenger","Non-collision transport accident",5,5,0,0,5
2013,"June","Regional","Traffic","26-39","Male","Car unknown position","Fixed or stationary object",1,17,0,0,1
2013,"June","Regional","Traffic","26-39","Male","Heavy transport driver","Car, pick-up truck or van",2,59,0,0,2
2013,"June","Regional","Traffic","26-39","Male","Heavy transport driver","Fixed or stationary object",1,1,0,0,1
2013,"June","Regional","Traffic","26-39","Male","Heavy transport driver","Non-collision transport accident",1,1,0,0,1
2013,"June","Regional","Traffic","26-39","Male","Motorcyclist","2- or 3- wheeled motor vehicle",1,2,0,0,1
2013,"June","Regional","Traffic","26-39","Male","Motorcyclist","Car, pick-up truck or van",4,64,0,0,4
2013,"June","Regional","Traffic","26-39","Male","Motorcyclist","Fixed or stationary object",6,55,0,0,6
2013,"June","Regional","Traffic","26-39","Male","Motorcyclist","Heavy transport vehicle or bus",1,21,0,0,1
2013,"June","Regional","Traffic","26-39","Male","Motorcyclist","Non-collision transport accident",20,69,0,0,20
2013,"June","Regional","Traffic","26-39","Male","Motorcyclist","Other and unspecified transport accidents",9,13,0,0,9
2013,"June","Regional","Traffic","26-39","Male","Motorcyclist","Pedestrian or animal",4,5,0,0,4
2013,"June","Regional","Traffic","26-39","Male","Other or unknown","Other and unspecified transport accidents",3,12,0,0,3
2013,"June","Regional","Traffic","26-39","Male","Pedal cyclist","Car, pick-up truck or van",4,8,0,0,4
2013,"June","Regional","Traffic","26-39","Male","Pedal cyclist","Non-collision transport accident",3,8,0,0,3
2013,"June","Regional","Traffic","26-39","Male","Pedal cyclist","Other and unspecified transport accidents",6,8,0,0,6
2013,"June","Regional","Traffic","26-39","Male","Pedal cyclist","Pedal cycle",1,2,0,0,1
2013,"June","Regional","Traffic","26-39","Male","Pedestrian","2- or 3- wheeled motor vehicle",1,2,0,0,1
2013,"June","Regional","Traffic","26-39","Male","Pedestrian","Car, pick-up truck or van",7,34,0,0,7
2013,"June","Regional","Traffic","26-39","Male","Pick-up truck or van occupant","Non-collision transport accident",3,3,0,0,3
2013,"June","Regional","Traffic","40-64","Female","Car driver","Car, pick-up truck or van",14,67,0,0,14
2013,"June","Regional","Traffic","40-64","Female","Car driver","Fixed or stationary object",4,40,0,0,4
2013,"June","Regional","Traffic","40-64","Female","Car driver","Heavy transport vehicle or bus",6,24,0,0,6
2013,"June","Regional","Traffic","40-64","Female","Car driver","Non-collision transport accident",9,10,0,0,9
2013,"June","Regional","Traffic","40-64","Female","Car driver","Other non-motor vehicle",1,1,0,0,1
2013,"June","Regional","Traffic","40-64","Female","Car passenger","Car, pick-up truck or van",3,18,0,0,3
2013,"June","Regional","Traffic","40-64","Female","Car passenger","Fixed or stationary object",3,11,0,0,3
2013,"June","Regional","Traffic","40-64","Female","Car passenger","Non-collision transport accident",2,5,0,0,2
2013,"June","Regional","Traffic","40-64","Female","Car unknown position","Car, pick-up truck or van",2,2,0,0,2
2013,"June","Regional","Traffic","40-64","Female","Car unknown position","Other and unspecified transport accidents",2,57,0,0,2
2013,"June","Regional","Traffic","40-64","Female","Heavy transport driver","Non-collision transport accident",1,1,0,0,1
2013,"June","Regional","Traffic","40-64","Female","Heavy transport passenger","Non-collision transport accident",1,1,0,0,1
2013,"June","Regional","Traffic","40-64","Female","Motorcyclist","Car, pick-up truck or van",3,28,0,0,3
2013,"June","Regional","Traffic","40-64","Female","Motorcyclist","Fixed or stationary object",0,1,0,0,0
2013,"June","Regional","Traffic","40-64","Female","Motorcyclist","Non-collision transport accident",3,7,0,0,3
2013,"June","Regional","Traffic","40-64","Female","Motorcyclist","Other and unspecified transport accidents",2,2,0,0,2
2013,"June","Regional","Traffic","40-64","Female","Motorcyclist","Pedestrian or animal",1,25,0,0,1
2013,"June","Regional","Traffic","40-64","Female","Pedal cyclist","Car, pick-up truck or van",0,26,0,0,0
2013,"June","Regional","Traffic","40-64","Female","Pedal cyclist","Heavy transport vehicle or bus",2,4,1,1,1
2013,"June","Regional","Traffic","40-64","Female","Pedal cyclist","Non-collision transport accident",3,5,0,0,3
2013,"June","Regional","Traffic","40-64","Female","Pedal cyclist","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Regional","Traffic","40-64","Female","Pedal cyclist","Pedal cycle",1,3,0,0,1
2013,"June","Regional","Traffic","40-64","Female","Pedestrian","Car, pick-up truck or van",5,41,0,0,5
2013,"June","Regional","Traffic","40-64","Female","Pick-up truck or van occupant","Non-collision transport accident",1,4,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Car driver","Car, pick-up truck or van",11,34,0,0,11
2013,"June","Regional","Traffic","40-64","Male","Car driver","Fixed or stationary object",13,54,0,0,13
2013,"June","Regional","Traffic","40-64","Male","Car driver","Heavy transport vehicle or bus",3,9,0,0,3
2013,"June","Regional","Traffic","40-64","Male","Car driver","Non-collision transport accident",11,39,0,0,11
2013,"June","Regional","Traffic","40-64","Male","Car driver","Pedestrian or animal",2,4,0,0,2
2013,"June","Regional","Traffic","40-64","Male","Car passenger","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Car passenger","Fixed or stationary object",1,3,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Car passenger","Non-collision transport accident",1,3,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Car passenger","Pedestrian or animal",1,2,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Car unknown position","Non-collision transport accident",1,1,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Car unknown position","Other and unspecified transport accidents",4,13,0,0,4
2013,"June","Regional","Traffic","40-64","Male","Heavy transport driver","Car, pick-up truck or van",3,12,0,0,3
2013,"June","Regional","Traffic","40-64","Male","Heavy transport driver","Fixed or stationary object",2,2,0,0,2
2013,"June","Regional","Traffic","40-64","Male","Heavy transport driver","Non-collision transport accident",5,14,0,0,5
2013,"June","Regional","Traffic","40-64","Male","Heavy transport driver","Pedestrian or animal",1,1,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Heavy transport unknown position","Non-collision transport accident",1,6,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Motorcyclist","2- or 3- wheeled motor vehicle",1,1,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Motorcyclist","Car, pick-up truck or van",11,109,0,0,11
2013,"June","Regional","Traffic","40-64","Male","Motorcyclist","Fixed or stationary object",5,13,0,0,5
2013,"June","Regional","Traffic","40-64","Male","Motorcyclist","Heavy transport vehicle or bus",1,1,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Motorcyclist","Non-collision transport accident",30,95,0,0,30
2013,"June","Regional","Traffic","40-64","Male","Motorcyclist","Other and unspecified transport accidents",8,14,0,0,8
2013,"June","Regional","Traffic","40-64","Male","Motorcyclist","Other non-motor vehicle",0,32,0,0,0
2013,"June","Regional","Traffic","40-64","Male","Motorcyclist","Pedestrian or animal",3,28,0,0,3
2013,"June","Regional","Traffic","40-64","Male","Other or unknown","Other and unspecified transport accidents",3,13,0,0,3
2013,"June","Regional","Traffic","40-64","Male","Pedal cyclist","Car, pick-up truck or van",4,9,0,0,4
2013,"June","Regional","Traffic","40-64","Male","Pedal cyclist","Fixed or stationary object",1,9,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Pedal cyclist","Heavy transport vehicle or bus",3,26,0,0,3
2013,"June","Regional","Traffic","40-64","Male","Pedal cyclist","Non-collision transport accident",7,28,0,0,7
2013,"June","Regional","Traffic","40-64","Male","Pedal cyclist","Other and unspecified transport accidents",5,15,0,0,5
2013,"June","Regional","Traffic","40-64","Male","Pedal cyclist","Other non-motor vehicle",1,6,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Pedal cyclist","Pedal cycle",3,7,0,0,3
2013,"June","Regional","Traffic","40-64","Male","Pedal cyclist","Pedestrian or animal",1,2,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Pedestrian","Car, pick-up truck or van",7,37,0,0,7
2013,"June","Regional","Traffic","40-64","Male","Pedestrian","Heavy transport vehicle or bus",1,7,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Pedestrian","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Regional","Traffic","40-64","Male","Pick-up truck or van occupant","Fixed or stationary object",1,1,0,0,1
2013,"June","Regional","Traffic","65-74","Female","Car driver","Car, pick-up truck or van",6,22,1,1,5
2013,"June","Regional","Traffic","65-74","Female","Car driver","Fixed or stationary object",5,6,0,0,5
2013,"June","Regional","Traffic","65-74","Female","Car driver","Heavy transport vehicle or bus",2,24,0,0,2
2013,"June","Regional","Traffic","65-74","Female","Car driver","Non-collision transport accident",2,3,0,0,2
2013,"June","Regional","Traffic","65-74","Female","Car passenger","Car, pick-up truck or van",1,2,0,0,1
2013,"June","Regional","Traffic","65-74","Female","Car passenger","Fixed or stationary object",2,7,0,0,2
2013,"June","Regional","Traffic","65-74","Female","Car passenger","Non-collision transport accident",1,2,0,0,1
2013,"June","Regional","Traffic","65-74","Female","Car unknown position","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Regional","Traffic","65-74","Female","Pedal cyclist","Non-collision transport accident",1,5,0,0,1
2013,"June","Regional","Traffic","65-74","Female","Pedestrian","Car, pick-up truck or van",2,6,0,0,2
2013,"June","Regional","Traffic","65-74","Male","Car driver","Car, pick-up truck or van",9,29,2,5,7
2013,"June","Regional","Traffic","65-74","Male","Car driver","Fixed or stationary object",2,14,0,0,2
2013,"June","Regional","Traffic","65-74","Male","Car driver","Non-collision transport accident",2,8,0,0,2
2013,"June","Regional","Traffic","65-74","Male","Car passenger","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Regional","Traffic","65-74","Male","Car passenger","Heavy transport vehicle or bus",2,3,0,0,2
2013,"June","Regional","Traffic","65-74","Male","Car passenger","Non-collision transport accident",2,2,0,0,2
2013,"June","Regional","Traffic","65-74","Male","Car unknown position","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Regional","Traffic","65-74","Male","Motorcyclist","2- or 3- wheeled motor vehicle",1,8,0,0,1
2013,"June","Regional","Traffic","65-74","Male","Motorcyclist","Car, pick-up truck or van",1,48,0,0,1
2013,"June","Regional","Traffic","65-74","Male","Motorcyclist","Non-collision transport accident",2,41,0,0,2
2013,"June","Regional","Traffic","65-74","Male","Pedal cyclist","Car, pick-up truck or van",2,3,0,0,2
2013,"June","Regional","Traffic","65-74","Male","Pedal cyclist","Non-collision transport accident",1,3,0,0,1
2013,"June","Regional","Traffic","65-74","Male","Pedal cyclist","Other and unspecified transport accidents",0,2,0,0,0
2013,"June","Regional","Traffic","65-74","Male","Pedal cyclist","Pedal cycle",3,6,0,0,3
2013,"June","Regional","Traffic","65-74","Male","Pedestrian","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Regional","Traffic","65-74","Male","Pick-up truck or van occupant","Car, pick-up truck or van",1,16,0,0,1
2013,"June","Regional","Traffic","75+","Female","Car driver","Car, pick-up truck or van",4,25,0,0,4
2013,"June","Regional","Traffic","75+","Female","Car driver","Fixed or stationary object",4,5,0,0,4
2013,"June","Regional","Traffic","75+","Female","Car driver","Heavy transport vehicle or bus",3,21,0,0,3
2013,"June","Regional","Traffic","75+","Female","Car driver","Non-collision transport accident",2,15,0,0,2
2013,"June","Regional","Traffic","75+","Female","Car passenger","Car, pick-up truck or van",2,83,0,0,2
2013,"June","Regional","Traffic","75+","Female","Car passenger","Fixed or stationary object",3,80,0,0,3
2013,"June","Regional","Traffic","75+","Female","Car passenger","Non-collision transport accident",1,10,0,0,1
2013,"June","Regional","Traffic","75+","Female","Car passenger","Other and unspecified transport accidents",1,11,0,0,1
2013,"June","Regional","Traffic","75+","Female","Car unknown position","Fixed or stationary object",1,1,0,0,1
2013,"June","Regional","Traffic","75+","Female","Car unknown position","Other and unspecified transport accidents",1,2,0,0,1
2013,"June","Regional","Traffic","75+","Female","Other or unknown","Other and unspecified transport accidents",1,4,0,0,1
2013,"June","Regional","Traffic","75+","Female","Pedal cyclist","Pedal cycle",1,1,0,0,1
2013,"June","Regional","Traffic","75+","Female","Pedestrian","Car, pick-up truck or van",6,26,0,0,6
2013,"June","Regional","Traffic","75+","Male","Car driver","Car, pick-up truck or van",4,4,0,0,4
2013,"June","Regional","Traffic","75+","Male","Car driver","Fixed or stationary object",8,15,1,1,7
2013,"June","Regional","Traffic","75+","Male","Car driver","Heavy transport vehicle or bus",0,2,0,0,0
2013,"June","Regional","Traffic","75+","Male","Car driver","Non-collision transport accident",2,18,0,0,2
2013,"June","Regional","Traffic","75+","Male","Car passenger","Heavy transport vehicle or bus",0,11,0,0,0
2013,"June","Regional","Traffic","75+","Male","Car unknown position","Other and unspecified transport accidents",2,3,0,0,2
2013,"June","Regional","Traffic","75+","Male","Motorcyclist","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Regional","Traffic","75+","Male","Motorcyclist","Non-collision transport accident",0,31,0,0,0
2013,"June","Regional","Traffic","75+","Male","Other or unknown","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Regional","Traffic","75+","Male","Pedal cyclist","Non-collision transport accident",1,11,0,0,1
2013,"June","Regional","Traffic","75+","Male","Pedal cyclist","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Regional","Traffic","75+","Male","Pedestrian","Car, pick-up truck or van",2,61,0,0,2
2013,"June","Regional","Traffic","75+","Male","Pedestrian","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Regional","Traffic","8-16","Female","Car passenger","Car, pick-up truck or van",2,2,0,0,2
2013,"June","Regional","Traffic","8-16","Female","Car passenger","Fixed or stationary object",1,1,0,0,1
2013,"June","Regional","Traffic","8-16","Female","Car passenger","Non-collision transport accident",4,15,0,0,4
2013,"June","Regional","Traffic","8-16","Female","Motorcyclist","Fixed or stationary object",1,1,0,0,1
2013,"June","Regional","Traffic","8-16","Female","Other or unknown","Other and unspecified transport accidents",1,5,0,0,1
2013,"June","Regional","Traffic","8-16","Female","Pedestrian","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Regional","Traffic","8-16","Male","Car passenger","Fixed or stationary object",4,8,0,0,4
2013,"June","Regional","Traffic","8-16","Male","Car passenger","Non-collision transport accident",1,1,0,0,1
2013,"June","Regional","Traffic","8-16","Male","Car passenger","Pedestrian or animal",1,1,0,0,1
2013,"June","Regional","Traffic","8-16","Male","Car unknown position","Non-collision transport accident",1,1,0,0,1
2013,"June","Regional","Traffic","8-16","Male","Motorcyclist","Car, pick-up truck or van",1,3,0,0,1
2013,"June","Regional","Traffic","8-16","Male","Motorcyclist","Fixed or stationary object",3,20,0,0,3
2013,"June","Regional","Traffic","8-16","Male","Motorcyclist","Non-collision transport accident",3,3,0,0,3
2013,"June","Regional","Traffic","8-16","Male","Motorcyclist","Other and unspecified transport accidents",4,4,0,0,4
2013,"June","Regional","Traffic","8-16","Male","Motorcyclist","Pedestrian or animal",2,2,0,0,2
2013,"June","Regional","Traffic","8-16","Male","Other or unknown","Other and unspecified transport accidents",2,4,0,0,2
2013,"June","Regional","Traffic","8-16","Male","Pedal cyclist","Car, pick-up truck or van",2,2,0,0,2
2013,"June","Regional","Traffic","8-16","Male","Pedal cyclist","Fixed or stationary object",1,1,0,0,1
